query,name,google_id,place_id,location_link,reviews_link,reviews_per_score,reviews,rating,review_id,author_link,author_title,author_id,author_image,review_text,review_img_url,review_img_urls,owner_answer,owner_answer_timestamp,owner_answer_timestamp_datetime_utc,review_link,review_rating,review_timestamp,review_datetime_utc,review_likes,reviews_id
0x2dbee2b778c0dbe3:0x37dd65ceeecf02b6,McDonalds A.P. Pettaranii,0x2dbee2b778c0dbe3:0x37dd65ceeecf02b6,ChIJ49vAeLfivi0RtgLP7s5l3Tc,"https://www.google.com/maps/place/McDonalds+A.P.+Pettaranii/@-5.1461597,119.4386119,14z/data=!4m8!1m2!2m1!1sMcDonalds+A.P.+Pettaranii!3m4!1s0x2dbee2b778c0dbe3:0x37dd65ceeecf02b6!8m2!3d-5.1461597!4d119.4386119",https://search.google.com/local/reviews?placeid=ChIJ49vAeLfivi0RtgLP7s5l3Tc&q=*&authuser=0&hl=in&gl=US,"{""1"": 288, ""2"": 140, ""3"": 593, ""4"": 1617, ""5"": 5763}",8401,4.5,ChdDSUhNMG9nS0VJQ0FnSUNCdk8tTnBnRRAB,https://www.google.com/maps/contrib/114203247320114627887?hl=id,ida johan,114203247320114627887,https://lh3.googleusercontent.com/a-/AD_cMMSvr9fM6Bi6w85ke363LOAxPiNGsfYHWLSnmfETRg=s120-c-c0x00000000-cc-rp-mo-ba6-br100,"Selalu Ramai krn posisinya memang strategis. Jadi ga heran walau udah jam 11 malem pun tetep rameee.

Tempat yg enak buat duduk bareng temen berlama-lama.
Sayangnyaaa.. BANYAK YG LAPER JD GA KEBAGIAN TEMPAT KRN MASIH PADA ASIK NGOBROL TANPA MENGHIRAUKAN   YG LAGI NYARI TEMPAT DUDUK UNTUK MAKAN.
BANYAK ANAK MUDA GA PUNYA EMPATI.

Saran saya..security nya bisa loh kalau lihat kondisinya seramai itu, meminta kepada yg sudah selesai utk bergantian dengan yg lain.
Security atau SPV/manager nya turun langsung tuh liat kondisi dan meminta baik2 ke konsumen.  Saya pernah ko di minta pihak mereka utk bergantian. Artinya klo mau ngobrol ya pindah tempat ke coffeeshop yg lain. Yg tidak seramai itu. Karena saat itu juga malam minggu",https://lh5.googleusercontent.com/p/AF1QipMUJv8vtnrKZOiEvwe9wV2dHoBmDOyxdc52T4rY,"https://lh5.googleusercontent.com/p/AF1QipMUJv8vtnrKZOiEvwe9wV2dHoBmDOyxdc52T4rY, https://lh5.googleusercontent.com/p/AF1QipOVhKjN3C1YyhHI20sSUJ8MfBYxWqGqofBQuWTy, https://lh5.googleusercontent.com/p/AF1QipN7NBYCQr7BigBBNiF2r2nElSya64OyvxRqP8V0, https://lh5.googleusercontent.com/p/AF1QipMZkZnTqBq--GtlNe6qDrz5gfxvqYUSdx6xd1A6, https://lh5.googleusercontent.com/p/AF1QipNYQx1jYD4UlvL-ZKOF53m-0Z-C-HpxInaV1FxN",,,,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNCdk8tTnBnRRAB!2m1!1s0x0:0x37dd65ceeecf02b6!3m1!1s2@1:CIHM0ogKEICAgICBvO-NpgE%7CCgwI5a-FnQYQqLLv8AI%7C?hl=id,4,1671518181,12/20/2022 06:36:21,4,4025485581383303862
0x2dbee2b778c0dbe3:0x37dd65ceeecf02b6,McDonalds A.P. Pettaranii,0x2dbee2b778c0dbe3:0x37dd65ceeecf02b6,ChIJ49vAeLfivi0RtgLP7s5l3Tc,"https://www.google.com/maps/place/McDonalds+A.P.+Pettaranii/@-5.1461597,119.4386119,14z/data=!4m8!1m2!2m1!1sMcDonalds+A.P.+Pettaranii!3m4!1s0x2dbee2b778c0dbe3:0x37dd65ceeecf02b6!8m2!3d-5.1461597!4d119.4386119",https://search.google.com/local/reviews?placeid=ChIJ49vAeLfivi0RtgLP7s5l3Tc&q=*&authuser=0&hl=in&gl=US,"{""1"": 288, ""2"": 140, ""3"": 593, ""4"": 1617, ""5"": 5763}",8401,4.5,ChdDSUhNMG9nS0VJQ0FnSUNPLXJ2UndRRRAB,https://www.google.com/maps/contrib/111040748891941725409?hl=id,Muh. Syihab As'ad,111040748891941725409,https://lh3.googleusercontent.com/a-/AD_cMMRMisIzDBbQUjr46hlw1gpGgKO7328jA6qFQPvJGfE=s120-c-c0x00000000-cc-rp-mo-ba6-br100,"Berikut review keadaan mushalla ketika saya singgah. Ini hanya berdasarkan pandangan sekilas saya.
.
💪Jamaah: ±3 shaft. Jumlahnya tidak pasti. Kan saya gak bisa hitung 1/1 donk.
💪Tempat wudhu: bersih dan tergabung dengan tempat shalat. Toilet sepertinya butuh perawatan lebih.
💪Dekorasi/ kaligrafi: bagus sekali, jika ada yang dikerjakan menggunakan kaligrafi manual
💪Kebersihan: point 4. Secara overall, masih butuh perhatian lebih.
💪Fasilitas: kipas angin membuat jamaah menjadi nyaman
💪Parkiran: Cukup luas untuk beberapa motor dan mobil. Kan fast food resto. Lokasi masjid ini bisa diakses dari arah manapun.
.
Jika mushalla ini sedang dibangun, maka mari saling membantu. Malaikat yang akan catat wahai sodarakuh.
.
TTD, Syihab
Yang bertanggungjawab di Trenum Clothing",https://lh5.googleusercontent.com/p/AF1QipPzRyMjLf5Fygfzgh_jArCjdke-IocISFO8Si3c,"https://lh5.googleusercontent.com/p/AF1QipPzRyMjLf5Fygfzgh_jArCjdke-IocISFO8Si3c, https://lh5.googleusercontent.com/p/AF1QipMuQcfPKXUqG_3zGhy8WJvyxuHVl3JmJPef9ZjA, https://lh5.googleusercontent.com/p/AF1QipONijIv_FN18jgPcaJd9riJ_IQJUF5yE5TJZ6Mo, https://lh5.googleusercontent.com/p/AF1QipPgDKZ3X5210Jr1_398FkKY3ceAJFmu0vSFpjco, https://lh5.googleusercontent.com/p/AF1QipOrWEQ3DgalNpHBs-ikx3A6JOxrpj1n26OnqNIo, https://lh5.googleusercontent.com/p/AF1QipO8Pi3_dZ0LlbFDhrRDPPfqD0MFayvxjuIj2EXM, https://lh5.googleusercontent.com/p/AF1QipMny7ZzGPB-NF-0mrnTgqoA_accfa9iIuRO5k2W",,,,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNPLXJ2UndRRRAB!2m1!1s0x0:0x37dd65ceeecf02b6!3m1!1s2@1:CIHM0ogKEICAgICO-rvRwQE%7CCgwIw_6AlQYQ8J3HgwE%7C?hl=id,5,1654669123,06/08/2022 06:18:43,2,4025485581383303862
0x2dbee2b778c0dbe3:0x37dd65ceeecf02b6,McDonalds A.P. Pettaranii,0x2dbee2b778c0dbe3:0x37dd65ceeecf02b6,ChIJ49vAeLfivi0RtgLP7s5l3Tc,"https://www.google.com/maps/place/McDonalds+A.P.+Pettaranii/@-5.1461597,119.4386119,14z/data=!4m8!1m2!2m1!1sMcDonalds+A.P.+Pettaranii!3m4!1s0x2dbee2b778c0dbe3:0x37dd65ceeecf02b6!8m2!3d-5.1461597!4d119.4386119",https://search.google.com/local/reviews?placeid=ChIJ49vAeLfivi0RtgLP7s5l3Tc&q=*&authuser=0&hl=in&gl=US,"{""1"": 288, ""2"": 140, ""3"": 593, ""4"": 1617, ""5"": 5763}",8401,4.5,ChZDSUhNMG9nS0VJQ0FnSUN4Mks2WWJnEAE,https://www.google.com/maps/contrib/108985794699765706757?hl=id,Desril Ricar Niti Pasinggi,108985794699765706757,https://lh3.googleusercontent.com/a-/AD_cMMQGmMjsN_Mq1mBnZzSTwvyyFENKk6AC47aU1SV7og=s120-c-c0x00000000-cc-rp-mo-ba4-br100,"McD pettarani. Tempatnya selalu ramai, jadi kadang susah buat dapat tempat, kemudian antriannya juga kadang lama. Parkirannya juga kurang luas. Tersedia area indoor dan outdoor. Untuk rasa makanannya, tentunya enak. Kedepannya, kalau memungkinkan untuk memperluas area tempat makannya. Itu saja dari saya, sekian dan terima kasih",https://lh5.googleusercontent.com/p/AF1QipOtTimtVa3hiDMWt0rWMcD0blJWgomFO0yzqB2x,"https://lh5.googleusercontent.com/p/AF1QipOtTimtVa3hiDMWt0rWMcD0blJWgomFO0yzqB2x, https://lh5.googleusercontent.com/p/AF1QipO1gGP54C_VLyBnnENS_NfpVjzzow8eSWmGIiZm, https://lh5.googleusercontent.com/p/AF1QipOQCxajbjjeWJ2_um_1-rGn2Gl9JkPlRdblyLeq, https://lh5.googleusercontent.com/p/AF1QipP3xuMHjvevil2CJOozcsZ8WpP14rz_JbW-XNN6, https://lh5.googleusercontent.com/p/AF1QipM8ABrviNLZHCOMS-kNu_80hJHRiVu2I5FqiYIw, https://lh5.googleusercontent.com/p/AF1QipNz7Ui1kR1bkuWkDXD3lY2Hvg1TLGAtTHyrI8nD",,,,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUN4Mks2WWJnEAE!2m1!1s0x0:0x37dd65ceeecf02b6!3m1!1s2@1:CIHM0ogKEICAgICx2K6Ybg%7CCgwIr5jsogYQyM-f_QI%7C?hl=id,4,1683688495,05/10/2023 03:14:55,8,4025485581383303862
0x2dbee2b778c0dbe3:0x37dd65ceeecf02b6,McDonalds A.P. Pettaranii,0x2dbee2b778c0dbe3:0x37dd65ceeecf02b6,ChIJ49vAeLfivi0RtgLP7s5l3Tc,"https://www.google.com/maps/place/McDonalds+A.P.+Pettaranii/@-5.1461597,119.4386119,14z/data=!4m8!1m2!2m1!1sMcDonalds+A.P.+Pettaranii!3m4!1s0x2dbee2b778c0dbe3:0x37dd65ceeecf02b6!8m2!3d-5.1461597!4d119.4386119",https://search.google.com/local/reviews?placeid=ChIJ49vAeLfivi0RtgLP7s5l3Tc&q=*&authuser=0&hl=in&gl=US,"{""1"": 288, ""2"": 140, ""3"": 593, ""4"": 1617, ""5"": 5763}",8401,4.5,ChdDSUhNMG9nS0VJQ0FnSUN1a05PU3ZRRRAB,https://www.google.com/maps/contrib/118219143161591013707?hl=id,Indira Nurul Inayah,118219143161591013707,https://lh3.googleusercontent.com/a-/AD_cMMTsKrEne7H4g8VtKPt70CK2tKp14aa5VFpcwU5RUA=s120-c-c0x00000000-cc-rp-mo-ba5-br100,"Tempat nongkrong yang oke banget, mau kita datang sendiri, bareng teman atau bareng keluarga semuanya cocok. Makanannya enak, harga yang terjangkau juga dengan pilihan menu beragam.",https://lh5.googleusercontent.com/p/AF1QipPhI5J76sIgVmGoGcHX9LR7kPCQNazrSkSxWxxc,https://lh5.googleusercontent.com/p/AF1QipPhI5J76sIgVmGoGcHX9LR7kPCQNazrSkSxWxxc,,,,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUN1a05PU3ZRRRAB!2m1!1s0x0:0x37dd65ceeecf02b6!3m1!1s2@1:CIHM0ogKEICAgICukNOSvQE%7CCgwIvLvYlgYQ8N6-2gM%7C?hl=id,5,1658199484,07/19/2022 02:58:04,3,4025485581383303862
0x2dbee2b778c0dbe3:0x37dd65ceeecf02b6,McDonalds A.P. Pettaranii,0x2dbee2b778c0dbe3:0x37dd65ceeecf02b6,ChIJ49vAeLfivi0RtgLP7s5l3Tc,"https://www.google.com/maps/place/McDonalds+A.P.+Pettaranii/@-5.1461597,119.4386119,14z/data=!4m8!1m2!2m1!1sMcDonalds+A.P.+Pettaranii!3m4!1s0x2dbee2b778c0dbe3:0x37dd65ceeecf02b6!8m2!3d-5.1461597!4d119.4386119",https://search.google.com/local/reviews?placeid=ChIJ49vAeLfivi0RtgLP7s5l3Tc&q=*&authuser=0&hl=in&gl=US,"{""1"": 288, ""2"": 140, ""3"": 593, ""4"": 1617, ""5"": 5763}",8401,4.5,ChZDSUhNMG9nS0VJQ0FnSURlM09PME5BEAE,https://www.google.com/maps/contrib/106946391109620450480?hl=id,iwi,106946391109620450480,https://lh3.googleusercontent.com/a-/AD_cMMSoYGNQVYv3300giGHUMVYwKlLWVwWnGp2Jss5k8A=s120-c-c0x00000000-cc-rp-mo-ba4-br100,"sudah beberapakali kesini dan selalau cukup ramai, pegawainya kadang terlihat kelelahan tapi masih berusaha ramah👍",https://lh5.googleusercontent.com/p/AF1QipM1UqnurT42YNQoEoYG9njS0i3iRo0AE-fOVGbp,"https://lh5.googleusercontent.com/p/AF1QipM1UqnurT42YNQoEoYG9njS0i3iRo0AE-fOVGbp, https://lh5.googleusercontent.com/p/AF1QipMfNyLPF45ZLcjxXtTglxyajJamFwR86FcDE_Vm, https://lh5.googleusercontent.com/p/AF1QipOXPUJJwRAspMWO8V_QyYHutkdkv_zAFINyu_Zo",,,,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURlM09PME5BEAE!2m1!1s0x0:0x37dd65ceeecf02b6!3m1!1s2@1:CIHM0ogKEICAgIDe3OO0NA%7CCgwIyqX1mQYQgPaQqgM%7C?hl=id,3,1664925841,10/04/2022 23:24:01,0,4025485581383303862
0x2dbee2b778c0dbe3:0x37dd65ceeecf02b6,McDonalds A.P. Pettaranii,0x2dbee2b778c0dbe3:0x37dd65ceeecf02b6,ChIJ49vAeLfivi0RtgLP7s5l3Tc,"https://www.google.com/maps/place/McDonalds+A.P.+Pettaranii/@-5.1461597,119.4386119,14z/data=!4m8!1m2!2m1!1sMcDonalds+A.P.+Pettaranii!3m4!1s0x2dbee2b778c0dbe3:0x37dd65ceeecf02b6!8m2!3d-5.1461597!4d119.4386119",https://search.google.com/local/reviews?placeid=ChIJ49vAeLfivi0RtgLP7s5l3Tc&q=*&authuser=0&hl=in&gl=US,"{""1"": 288, ""2"": 140, ""3"": 593, ""4"": 1617, ""5"": 5763}",8401,4.5,ChZDSUhNMG9nS0VJQ0FnSURoa3FlbkpBEAE,https://www.google.com/maps/contrib/104527185655263810862?hl=id,Saputra TRACO,104527185655263810862,https://lh3.googleusercontent.com/a-/AD_cMMTJYrM8-kTDsC5mpynTDzfxKWJ-NV3zU6JW24mlwg=s120-c-c0x00000000-cc-rp-mo-ba4-br100,"Minuman saya belum habis sudah dibuang aja, sayang saja krn masih lumayan byk buat diminum anak...
Padahal cuman pergi WC bentar temani anak dan sepatu anak, mainan dari happy meals masih dimeja... 🤦‍♂️",https://lh5.googleusercontent.com/p/AF1QipOezoyK4aj0gvKP1s6GgOlrX3BhxrIR991sgAZm,"https://lh5.googleusercontent.com/p/AF1QipOezoyK4aj0gvKP1s6GgOlrX3BhxrIR991sgAZm, https://lh5.googleusercontent.com/p/AF1QipPDIloyN5DAmvzx9xglTT9RzLalLnIt3rESCc0C, https://lh5.googleusercontent.com/p/AF1QipPWU5Dk_9np0tj0jTN7cDWpo8GKRh3poJS9TS4S",,,,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURoa3FlbkpBEAE!2m1!1s0x0:0x37dd65ceeecf02b6!3m1!1s2@1:CIHM0ogKEICAgIDhkqenJA%7CCgwI9uWRoAYQsLLS_gI%7C?hl=id,1,1678013174,03/05/2023 10:46:14,0,4025485581383303862
0x2dbee2b778c0dbe3:0x37dd65ceeecf02b6,McDonalds A.P. Pettaranii,0x2dbee2b778c0dbe3:0x37dd65ceeecf02b6,ChIJ49vAeLfivi0RtgLP7s5l3Tc,"https://www.google.com/maps/place/McDonalds+A.P.+Pettaranii/@-5.1461597,119.4386119,14z/data=!4m8!1m2!2m1!1sMcDonalds+A.P.+Pettaranii!3m4!1s0x2dbee2b778c0dbe3:0x37dd65ceeecf02b6!8m2!3d-5.1461597!4d119.4386119",https://search.google.com/local/reviews?placeid=ChIJ49vAeLfivi0RtgLP7s5l3Tc&q=*&authuser=0&hl=in&gl=US,"{""1"": 288, ""2"": 140, ""3"": 593, ""4"": 1617, ""5"": 5763}",8401,4.5,ChZDSUhNMG9nS0VJQ0FnSURSbHY2RVFREAE,https://www.google.com/maps/contrib/112046247220940511636?hl=id,Riefad Ichlasul,112046247220940511636,https://lh3.googleusercontent.com/a-/AD_cMMSNkhtsH0wN6BWdJgZ2FSms8PRYt2dxWiaWJkbDaQ=s120-c-c0x00000000-cc-rp-mo-br100,"Baru kali ini saya datang ke McD seperti ini pelayanan dan servingnya masih banyak yang kurang. Untuk makanannya sekiranya enak tapi untuk pelayanannya disana saya untuk pemesanan take away saja menunggu sangat lama dan tidak ada tempat duduk tapi saya maklumi karena pelanggan sedang ramai. mungkin untuk manajemen McD bisa untuk menerapkan sistem pemesanan mandiri seperti yang sudah di terapkan di McD lain dan untuk karyawannya di training lagi untuk memberikan pelayanan ramah ke pelanggan terutama di bagian kasir. Apalagi manager in charge pada saat itu saya lihat hanya sibuk mengurusi mesin kasir dan tidak ada yang mengkoordinir agar pesanan pelanggan bisa termanage dengan baik dan pelanggan juga bisa mendapatkan pelayanan yang baik. Untuk tempatnya juga sangat kecil untuk tempat yang sekiranya tiap hari ramai.
Itu saja semoga ulasan saya ini dapat jadi masukan bagi manajemen McD untuk dapat memberikan pelayanan maksimal ke konsumen.",,,,,,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURSbHY2RVFREAE!2m1!1s0x0:0x37dd65ceeecf02b6!3m1!1s2@1:CIHM0ogKEICAgIDRlv6EQQ%7CCgwIrb-aogYQ-MPzqQI%7C?hl=id,2,1682349997,04/24/2023 15:26:37,0,4025485581383303862
0x2dbee2b778c0dbe3:0x37dd65ceeecf02b6,McDonalds A.P. Pettaranii,0x2dbee2b778c0dbe3:0x37dd65ceeecf02b6,ChIJ49vAeLfivi0RtgLP7s5l3Tc,"https://www.google.com/maps/place/McDonalds+A.P.+Pettaranii/@-5.1461597,119.4386119,14z/data=!4m8!1m2!2m1!1sMcDonalds+A.P.+Pettaranii!3m4!1s0x2dbee2b778c0dbe3:0x37dd65ceeecf02b6!8m2!3d-5.1461597!4d119.4386119",https://search.google.com/local/reviews?placeid=ChIJ49vAeLfivi0RtgLP7s5l3Tc&q=*&authuser=0&hl=in&gl=US,"{""1"": 288, ""2"": 140, ""3"": 593, ""4"": 1617, ""5"": 5763}",8401,4.5,ChdDSUhNMG9nS0VJQ0FnSURoMG9xMGhRRRAB,https://www.google.com/maps/contrib/106976678372631157393?hl=id,Randy Sahar,106976678372631157393,https://lh3.googleusercontent.com/a-/AD_cMMRtLldVDtVys51RMhVmDAAi7AH-n8S4ZRm9cwOo6A=s120-c-c0x00000000-cc-rp-mo-ba3-br100,"Datang ke McD berharap bisa makan dengan tenang dan menikmati menu yang dipesan... tapi malahan dapat pelayanan yang kurang baik dari pelayannya... mulai dari meletakkan makanan di meja pengunjung dengan cara yg kurang sopan, kemudian merapikan meja dan kursinya pun dengan cara banting banting... dan jujur itu sangat mengganggu. Note""kalau bisa utamakan murah senyum""",https://lh5.googleusercontent.com/p/AF1QipNxKivOnESQKzrmurF7B5zANlMCRthDutFZ-UGg,https://lh5.googleusercontent.com/p/AF1QipNxKivOnESQKzrmurF7B5zANlMCRthDutFZ-UGg,,,,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURoMG9xMGhRRRAB!2m1!1s0x0:0x37dd65ceeecf02b6!3m1!1s2@1:CIHM0ogKEICAgIDh0oq0hQE%7CCgwIppWSoAYQgNq_1QM%7C?hl=id,2,1678019238,03/05/2023 12:27:18,0,4025485581383303862
0x2dbee2b778c0dbe3:0x37dd65ceeecf02b6,McDonalds A.P. Pettaranii,0x2dbee2b778c0dbe3:0x37dd65ceeecf02b6,ChIJ49vAeLfivi0RtgLP7s5l3Tc,"https://www.google.com/maps/place/McDonalds+A.P.+Pettaranii/@-5.1461597,119.4386119,14z/data=!4m8!1m2!2m1!1sMcDonalds+A.P.+Pettaranii!3m4!1s0x2dbee2b778c0dbe3:0x37dd65ceeecf02b6!8m2!3d-5.1461597!4d119.4386119",https://search.google.com/local/reviews?placeid=ChIJ49vAeLfivi0RtgLP7s5l3Tc&q=*&authuser=0&hl=in&gl=US,"{""1"": 288, ""2"": 140, ""3"": 593, ""4"": 1617, ""5"": 5763}",8401,4.5,ChdDSUhNMG9nS0VJQ0FnSURSdHZ2bXdRRRAB,https://www.google.com/maps/contrib/100726233622758035792?hl=id,muh nurdin,100726233622758035792,https://lh3.googleusercontent.com/a-/AD_cMMSKqw2vT-Y6JzWvvbkK9la3f881ZIUrgw6sGp6-vQ=s120-c-c0x00000000-cc-rp-mo-br100,"Sangat ramai, sayangnya pengunjung yang bikin ramai tuh dominan para kaum pelangi. Bikin suasana jadi tidak nyaman karena mereka berkunjung tidak sepenuhnya untuk datang makan, melainkan punya maksud lain secara pribadi. Seolah tempat ini jadi tempat reunian para kaum pelangi.",,,,,,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURSdHZ2bXdRRRAB!2m1!1s0x0:0x37dd65ceeecf02b6!3m1!1s2@1:CIHM0ogKEICAgIDRtvvmwQE%7CCgsIgdKcogYQiPGTKQ%7C?hl=id,2,1682385153,04/25/2023 01:12:33,0,4025485581383303862
0x2dbee2b778c0dbe3:0x37dd65ceeecf02b6,McDonalds A.P. Pettaranii,0x2dbee2b778c0dbe3:0x37dd65ceeecf02b6,ChIJ49vAeLfivi0RtgLP7s5l3Tc,"https://www.google.com/maps/place/McDonalds+A.P.+Pettaranii/@-5.1461597,119.4386119,14z/data=!4m8!1m2!2m1!1sMcDonalds+A.P.+Pettaranii!3m4!1s0x2dbee2b778c0dbe3:0x37dd65ceeecf02b6!8m2!3d-5.1461597!4d119.4386119",https://search.google.com/local/reviews?placeid=ChIJ49vAeLfivi0RtgLP7s5l3Tc&q=*&authuser=0&hl=in&gl=US,"{""1"": 288, ""2"": 140, ""3"": 593, ""4"": 1617, ""5"": 5763}",8401,4.5,ChZDSUhNMG9nS0VJQ0FnSUN4aE1uQ1JREAE,https://www.google.com/maps/contrib/109513894441893574870?hl=id,Elisabeth kristina Augustyn,109513894441893574870,https://lh3.googleusercontent.com/a/AAcHTtcbS-D6yL6PfVKiPyOFookVA_ti86oF76eftUrb=s120-c-c0x00000000-cc-rp-mo-br100,Pesan makanan katanya tunggu sampe 30 menit  nanti di antarka udah tunggu lama eh  ternyata tidak di antar antarkan  pas saya tanyak sma teman saya ternyata kelupaan mana sudah  menunggu lama sekali paling  yang bikin marah itu pengawai di sana ngak ada yang mau sekedar  minta maaf atas kelalaian mereka itu sih yang bikin kecewa kapok makan disana sekali lagi yang saya permasalahan disini tidak ada itikad baiknya untuk minta maaf.,,,,,,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUN4aE1uQ1JREAE!2m1!1s0x0:0x37dd65ceeecf02b6!3m1!1s2@1:CIHM0ogKEICAgICxhMnCRQ%7CCgsIzfDuogYQkM63QQ%7C?hl=id,1,1683732557,05/10/2023 15:29:17,0,4025485581383303862
